,H4774_15_B1,UP0018HHT2,UP0018_HHE2.combined,UP0018_HHE1.combined
0,1.8076355193602724,2.088501232079513,2.291127992150386,2.016429459069809
1,2.092328140711593,2.0298966855837848,2.6750155666025854,2.2542701941315313
2,1.0496624937433432,0.9904814106849764,1.6678912117701972,1.0171523313314752
3,2.0543089277962774,2.0395054468939064,2.6418643227268888,2.300559793246113
4,1.1048569375605135,1.0387272979100348,1.9114105973392064,1.224683837946595
5,2.732980281444146,3.0126806937047808,3.5466596960177856,3.054602496637214
6,1.6889294768116523,1.9085975782372315,1.9993231216372187,1.7645907798309286
7,1.9372767259943657,2.4821647466637224,2.2936760169104984,2.0959371392698465
8,1.421020545520789,0.9767376822423585,1.6293087564440476,0.8636066690489722
9,1.4973069553486265,2.034375676636021,2.954382179310755,2.262000840097068
10,1.4708322090160062,1.035036980343984,1.9754339934305607,1.2412015152805937
11,2.0136646317917437,2.0048361782655246,2.437035904165419,2.0472821606030585
12,0.9938997861438216,1.9119479691979162,1.7630021698216567,1.898900343027696
13,0.9620888856880468,0.9082966758645589,0.9969801547267205,0.955033885668238
14,2.0575002348549534,2.0613503546867777,2.7585926095023225,2.1495553129733262
15,1.969047730776211,1.9952477739382621,2.18408616709112,1.908501752570267
16,1.045647996994652,0.9996929579854051,1.6014395685825078,1.0286397320035288
17,2.033623028504998,1.723094219906789,1.066479034139177,1.3872566167285667
18,2.0020185752242243,2.0130472857646473,2.421597959463919,1.9736234077870511
19,0.9844565899425097,0.9955846925693542,1.9777686339873068,1.2877029006248242
20,1.9928682110160099,1.985371260471786,2.4535027577138875,2.024111040517257
21,3.172891326660856,2.2748956438230077,3.6315411248651466,2.7534894779526957
22,1.4459240048771573,1.3601401909989306,1.8374685415921668,1.3798046753099371
23,1.598394047258818,1.9531871018414237,2.505417334462937,2.0712625576888386
24,1.8889388343339972,1.934800025203269,1.9909330595491859,1.7226533567486861
25,2.2551960312896817,2.131943395090172,2.644242243592244,2.216194075561288
26,2.1716485810635358,1.992358783687668,2.2256048203802226,1.85951729806239
27,2.241699958343856,2.0568180227131845,2.547007639565844,2.0927486192466174
28,1.815153915616642,1.8295473968926503,1.4386614971137583,1.618912417661016
29,0.9240788255440529,0.8619484055306355,0.5202254748877322,0.5307447049553
30,1.4725130969653821,0.9465530384478972,1.1455635468321932,0.8296156570549841
31,1.9159684126703678,1.8404818233042581,1.321313313704796,1.4652422712016417
32,1.9831426901915838,2.015337835124199,2.9542448009745392,2.1739214040579995
33,2.399977097035518,2.1638622099269815,3.4855142292156236,2.3558409637332427
34,3.147619182244846,2.9446672229623694,3.8847095550554562,3.1618057724800437
35,0.9799945306644356,0.9166087108652943,1.2413995510083529,0.8038483267130235
36,1.9087572919597382,1.9375415760227375,2.1320141967372246,1.9921614618935906
37,2.9173799178840456,1.9450957279593963,2.773433123249293,2.0578683802637503
38,3.065170735698712,2.16393913202197,3.9417028386272945,2.4856438899933506
39,1.9777150398427872,1.9445608707591553,2.0663608069840222,1.9217553736298703
40,2.026080736277867,2.026546284179914,2.593196690034978,2.0670839715878393
41,1.0038265463691372,0.9261330169770003,0.9075416753889946,0.8092551309125607
42,2.476774313653781,2.5507027666437327,2.898220995401231,2.4592571730748602
43,0.9623035036755737,0.8905390964995616,1.0752718692883958,0.9155083743297776
44,1.8960860665257349,1.9524493055882368,1.9906897811368112,1.8445266009254613
45,1.1241192931313604,1.1158969017609535,1.1533882063026812,1.0373700308840168
46,3.098676734763282,3.0428380129083563,3.7033689600656086,3.1869626648774934
47,1.0356654748386633,0.9318453530252225,0.8400948589876145,0.6743151707865903
48,1.5866465883990248,1.9001019384051827,1.4849484782108646,1.7514598191281887
49,2.496908513188497,2.1362792706626985,3.2968079222716202,2.3902639983037046
50,1.0521180268791879,1.0343799677929006,1.6277313335622445,1.0518506048300904
51,3.243008346608861,3.2106763086069767,4.183519902476707,3.6720369377810895
52,1.0469779346048895,0.9908046007404538,1.273662132312677,0.833230336581492
53,1.5617093472683858,1.0441167182826667,1.6475991132582937,1.002061431801132
54,1.026972115505086,0.9771207814744324,1.3030655947928016,0.9395482736968073
55,2.0997232465452305,2.0679391479265945,2.4616141222494603,2.133817402946246
56,1.0545134332990516,1.0132052960248945,1.4781026341607897,0.9668869589075132
57,1.9699101056870267,1.9064270306593696,2.0525294408331893,1.7727299725160577
58,2.118396639824345,2.1170487410849756,3.1873269261857544,2.34055222373988
59,2.024954734515879,1.8997884596778472,2.0137326977096834,1.9498760779194226
60,2.1304223063570427,2.0279944386663473,1.8416806357446627,1.8216835833635736
61,1.0247287301545132,0.9259584107701189,0.8326301158578635,0.7360903778960299
62,1.10645375044456,1.094294032634873,1.1916604519161271,1.0682263596884294
63,1.10907508734035,1.0350501070127507,1.5451284657061448,0.9714047344529757
64,1.3497624741661256,1.022798402633562,2.1810923262094164,1.1780611190971721
65,1.964636479701926,1.9514445584875844,2.476589693114382,1.8498135202002497
66,2.0731016692171917,2.0846998696618977,2.0749236734692214,1.8886792570417226
67,0.7638867268723465,0.7825911085867361,-0.10631013841440778,0.3191414707682401
68,1.4397516238287564,1.368079245693448,1.6087774503215535,1.2695264984015016
69,2.1835560636384153,2.0690667394544353,1.8129945770608544,1.707579275542753
70,1.6641417568291428,1.5543433107167215,1.0022797545909783,1.035424932538968
71,1.9407542072035935,1.930957163392487,2.176540230082356,1.970345277376844
72,1.6315410705781381,0.9244787317694589,0.8986178541155081,0.7436608565782908
73,2.360125438177529,1.9421320108983497,1.8757995432894627,1.6975865815893623
74,2.078249905573159,2.127773923363762,2.9420821972079003,2.1309484456030003
75,1.802909452914142,1.9736868918539388,2.4462495472736197,2.058731401138471
76,1.0161998641973167,0.9935768305959093,1.486357445738498,1.0224844691048742
